Tempo (s);Carga (g);Posicao (mm)
4,437;144,1;20,7
4,437;144,1;20,7
4,451;144,4;20,7
4,451;144,4;20,7
4,451;144,4;20,7
4,464;144,7;20,7
4,464;144,7;20,7
4,464;144,7;20,7
4,476;145;20,6
4,476;145;20,6
4,476;145;20,6
4,489;145,3;20,6
4,489;145,3;20,6
4,489;145,3;20,6
4,502;145,6;20,6
4,502;145,6;20,6
4,502;145,6;20,6
4,515;145,9;20,6
4,515;145,9;20,6
4,515;145,9;20,6
4,527;146,2;20,6
4,527;146,2;20,6
4,527;146,2;20,6
4,541;146,5;20,6
4,541;146,5;20,6
4,541;146,5;20,6
4,553;146,8;20,6
4,553;146,8;20,6
4,553;146,8;20,6
4,566;147,2;20,5
4,566;147,2;20,5
4,566;147,2;20,5
4,579;147,5;20,5
4,579;147,5;20,5
4,579;147,5;20,5
4,592;147,8;20,5
4,592;147,8;20,5
4,592;147,8;20,5
4,605;148,1;20,5
4,605;148,1;20,5
4,605;148,1;20,5
4,617;148,5;20,5
4,617;148,5;20,5
4,617;148,5;20,5
4,631;148,8;20,5
4,631;148,8;20,5
4,631;148,8;20,5
4,643;149,2;20,5
4,643;149,2;20,5
4,643;149,2;20,5
4,656;149,5;20,5
4,656;149,5;20,5
4,656;149,5;20,5
4,669;149,9;20,5
4,669;149,9;20,5
4,669;149,9;20,5
4,682;150,2;20,4
4,682;150,2;20,4
4,682;150,2;20,4
4,694;150,6;20,4
4,694;150,6;20,4
4,694;150,6;20,4
4,708;150,9;20,4
4,708;150,9;20,4
4,708;150,9;20,4
4,72;151,3;20,4
4,72;151,3;20,4
4,72;151,3;20,4
4,733;151,6;20,4
4,733;151,6;20,4
4,733;151,6;20,4
4,746;152;20,4
4,746;152;20,4
4,746;152;20,4
4,759;152,3;20,4
4,759;152,3;20,4
4,759;152,3;20,4
4,772;152,6;20,3
4,772;152,6;20,3
4,772;152,6;20,3
4,784;153;20,3
4,784;153;20,3
4,784;153;20,3
4,798;153,3;20,3
4,798;153,3;20,3
4,798;153,3;20,3
4,81;153,6;20,3
4,81;153,6;20,3
4,81;153,6;20,3
4,823;153,9;20,3
4,823;153,9;20,3
4,823;153,9;20,3
4,836;154,3;20,3
4,836;154,3;20,3
4,836;154,3;20,3
4,849;154,6;20,3
4,849;154,6;20,3
4,849;154,6;20,3
4,861;154,9;20,3
4,861;154,9;20,3
4,861;154,9;20,3
4,874;155,3;20,2
4,874;155,3;20,2
4,874;155,3;20,2
4,888;155,6;20,2
4,888;155,6;20,2
4,888;155,6;20,2
4,9;156;20,2
4,9;156;20,2
4,9;156;20,2
4,913;156,3;20,2
4,913;156,3;20,2
4,913;156,3;20,2
4,926;156,6;20,2
4,926;156,6;20,2
4,926;156,6;20,2
4,939;157;20,2
4,939;157;20,2
4,939;157;20,2
4,951;157,4;20,2
4,951;157,4;20,2
4,951;157,4;20,2
4,965;157,7;20,2
4,965;157,7;20,2
4,965;157,7;20,2
4,977;158,1;20,1
4,977;158,1;20,1
4,977;158,1;20,1
4,99;158,5;20,1
4,99;158,5;20,1
4,99;158,5;20,1
5,002;158,9;20,1
5,002;158,9;20,1
5,002;158,9;20,1
5,017;159,3;20,1
5,017;159,3;20,1
5,017;159,3;20,1
5,029;159,7;20,1
5,029;159,7;20,1
5,029;159,7;20,1
5,042;160;20,1
5,042;160;20,1
5,042;160;20,1
5,055;160,4;20,1
5,055;160,4;20,1
5,055;160,4;20,1
5,067;160,8;20,1
5,067;160,8;20,1
5,067;160,8;20,1
5,08;161,2;20
5,08;161,2;20
5,08;161,2;20
5,093;161,5;20
5,093;161,5;20
5,093;161,5;20
5,106;161,9;20
5,106;161,9;20
5,106;161,9;20
5,118;162,2;20
5,118;162,2;20
5,118;162,2;20
5,131;162,5;20
5,131;162,5;20
5,131;162,5;20
